"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2019-08-28","96.4","-1.92","6.24","Dickerson, Corey",572816,656605,"field_out","hit_into_play",,,,,"14","Corey Dickerson pops out to shortstop Kevin Newman.","R","L","R","PHI","PIT","X","6","popup","1","2",2019,"-0.47","1.39","1.06","2.21",,,,"0","1","Bot",101.57,133.58,,,"607732",,,8.90973817454273,-139.878722250954,-8.15990827843008,-8.11047014142728,30.7589712814066,-12.5554414575855,"3.51","1.65","171","58.8","39","95.6","2428","5.9",567127,656605,"607732","605137","624428","592567","621028","668804","516782","591741","54.59","0.307","0.276","0","1","0","0","1","4","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","199","-0.021","-0.175"
"FF","2019-08-27","97.2","-0.3","6.46","Dickerson, Corey",572816,605309,"field_out","hit_into_play",,,,,"6","Corey Dickerson flies out to left fielder Bryan Reynolds.","R","L","R","PHI","PIT","X","7","fly_ball","0","0",2019,"-0.17","1.53","0.55","2.36","592663",,,"2","7","Bot",58.78,128.03,,,"553869",,,2.67809995183418,-141.434445528961,-9.08521816760197,-2.85220009298429,29.4648406309838,-9.5695886768893,"3.65","1.76","232","81.6","54","98.1","2342","6.6",567126,605309,"553869","605137","624428","592567","621028","668804","516782","591741","53.91","0.02","0.021","0","1","0","0","3","63","1","4-Seam Fastball","4","4","4","4","4","4","4","4","Standard","Standard","186","-0.074","-0.364"
"FF","2019-08-26","92.7","-1.78","6.39","Dickerson, Corey",572816,605397,"field_out","hit_into_play",,,,,"3","Corey Dickerson flies out to center fielder Starling Marte.","R","L","R","PHI","PIT","X","8","fly_ball","1","2",2019,"-0.75","1.21","0.32","3.09",,,,"1","6","Bot",92.63,64.78,,,"607732",,,6.81521338916858,-134.629072620132,-5.08945079184959,-10.3363644882954,29.4720851738533,-17.0371829036554,"3.17","1.52","338","96.4","39","91.1","2377","5.5",567125,605397,"607732","591741","624428","592567","621028","668804","516782","466320","55.04","0.107","0.161","0","1","0","0","3","44","6","4-Seam Fastball","2","1","2","1","1","2","2","1","Standard","Standard","212","-0.015","-0.125"
"FF","2019-08-26","93.9","-3.35","5.85","Dickerson, Corey",572816,593144,"home_run","hit_into_play",,,,,"12","Corey Dickerson homers (8) on a fly ball to right field.    J.T. Realmuto scores.","R","L","R","PHI","PIT","X",,"fly_ball","1","2",2019,"-1.09","1.18","0.45","3.78",,,"592663","2","8","Bot",235.56,74.15,,,"607732",,,12.2782810722669,-136.263860986972,-2.26029751015438,-16.2315219509022,27.9921052151007,-17.0061733606037,"3.37","1.57","389","104.9","24","94.4","2394","6.6",567125,593144,"607732","605137","624428","570481","621028","668804","516782","466320","53.92","0.94","1.727","2","1","0","3","6","65","4","4-Seam Fastball","3","4","3","4","4","5","5","4","Standard","Standard","223","0.623","1.953"
"FF","2019-08-26","93.7","-1.54","6.53","Dickerson, Corey",572816,605397,"field_out","hit_into_play",,,,,"3","Corey Dickerson pops out to third baseman Colin Moran.","R","L","R","PHI","PIT","X","5","popup","1","1",2019,"-0.32","1.17","0.77","3.15",,,,"0","2","Bot",109.39,160.78,,,"607732",,,6.54075883659606,-136.186376819337,-5.4734490252969,-5.19963657049806,27.5174879180505,-17.0815202731977,"3.17","1.52","122","73.9","66","92.6","2373","5.5",567125,605397,"607732","591741","624428","592567","621028","668804","516782","466320","54.95","0","0","0","1","0","0","3","11","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","195","-0.023","-0.236"
"SL","2019-08-25","77.6","-2.62","5.59","Dickerson, Corey",572816,622694,"field_out","hit_into_play",,,,,"11","Corey Dickerson flies out to left fielder Austin Dean.","R","L","R","MIA","PHI","X","7","fly_ball","0","0",2019,"0.98","1.58","-0.95","2.49",,,,"0","2","Top",77.36,137.05,,,"592407",,,1.8127046003984,-112.969416392734,-2.51681846202932,7.83685338197983,20.1430856331977,-18.8147047884469,"3.15","1.52","207","88.8","60","76.7","2184","5.6",567425,622694,"592407","643265","656371","516770","542932","621573","621446","623912","54.93","0.027","0.036","0","1","0","0","3","7","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","148","0.023","-0.248"
,"2019-08-24",,,,"Dickerson, Corey",572816,657141,"single","hit_into_play",,,,,,"Corey Dickerson singles on a line drive to left fielder Austin Dean.","R","L","R","MIA","PHI","X","7","line_drive","1","2",2019,,,,,,,,"0","4","Top",68.89,107.17,,,,,,,,,,,,,,,,,,,,567424,657141,,,,,,,,,,,,"0.9","1","1","0",,"25","5",,"1","0","0","1","0","1","0","1",,,,"-0.047","0.481"
,"2019-08-24",,,,"Dickerson, Corey",572816,657141,"field_out","hit_into_play",,,,,,"Corey Dickerson pops out to shortstop Jon Berti.","R","L","R","MIA","PHI","X","6","popup","3","2",2019,,,,,,,,"0","2","Top",99.77,121.91,,,,,,,,,,,,,,,,,,,,567424,657141,,,,,,,,,,,,"0","1","0","0",,"8","7",,"1","0","0","1","0","1","0","1",,,,"0.024","-0.319"
,"2019-08-24",,,,"Dickerson, Corey",572816,641755,"double","hit_into_play",,,,,,"Corey Dickerson hits a ground-rule double (22) on a fly ball to left field.   Cesar Hernandez scores.    Rhys Hoskins scores.    J.T. Realmuto to 3rd.","R","L","R","MIA","PHI","X",,"fly_ball","2","2",2019,,,,,"514917","656555","592663","2","4","Top",56.29,66.06,,,,,,,,,,,,,,,,,,,,567424,641755,,,,,,,,,,,,"1.25","1","1","1",,"34","8",,"1","4","4","1","6","1","6","1",,,,"-0.095","2.34"
"CU","2019-08-23","79.2","-3.25","5.83","Dickerson, Corey",572816,456051,"double","hit_into_play",,,,,"9","Corey Dickerson doubles (21) on a sharp line drive to right fielder Brian Anderson.   Rhys Hoskins scores.    J.T. Realmuto scores.    Corey Dickerson to 3rd.  Corey Dickerson advances to 3rd, on a fielding error by right fielder Brian Anderson.","R","L","R","MIA","PHI","X","9","line_drive","1","2",2019,"0.88","-0.12","0.35","1.58","656555","592663",,"2","2","Top",218.93,103.55,,,"595751",,,6.1778451553064,-115.08774946023,-2.23060293133844,6.37307189424134,21.7586602023658,-33.0672562601157,"3.42","1.6","374","104.2","22","77.8","2606","5.4",567423,456051,"595751","643265","656371","435522","542932","623912","621446","605119","55.08","0.787","1.212","1.25","1","1","1","6","17","5","Curveball","0","4","4","0","6","0","6","0","Standard","Standard","82","-0.077","1.937"
"FF","2019-08-23","96.3","-0.58","6.91","Dickerson, Corey",572816,641755,"field_out","hit_into_play",,,,,"12","Corey Dickerson pops out to catcher Jorge Alfaro in foul territory.","R","L","R","MIA","PHI","X","2","popup","0","2",2019,"-0.17","1.57","1.22","3.58",,,"592663","2","5","Top",138.53,220.03,,,"595751",,,5.05571013968557,-139.858133147077,-6.56294982997783,-3.3468485587523,31.7019792115888,-10.999443588889,"3.42","1.6",,"80.0","69","94.5","2422","5.4",567423,641755,"595751","643265","656371","435522","542932","434158","621446","623912","55.13","0","0","0","1","0","0","3","53","3","4-Seam Fastball","7","9","9","7","9","7","9","7","Standard","Standard","186","0.018","-0.141"
"FT","2019-08-23","93.4","-3.14","5.86","Dickerson, Corey",572816,456051,"field_out","hit_into_play",,,,,"2","Corey Dickerson pops out to third baseman Neil Walker in foul territory.","R","L","R","MIA","PHI","X","5","popup","3","1",2019,"-1.1","1.17","-0.20","3.36","656555","592663",,"0","1","Top",89.47,180.05,,,"595751",,,9.92330047385608,-135.617009198999,-3.23674114802826,-15.6320615067469,29.0697314614552,-17.2893521187604,"3.42","1.6",,"80.0","69","93.1","2080","6.2",567423,456051,"595751","643265","656371","435522","542932","623912","621446","605119","54.3","0","0","0","1","0","0","3","4","5","2-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","223","0.047","-0.483"
"CH","2019-08-21","81.3","-1.32","6.24","Dickerson, Corey",572816,519144,"field_out","hit_into_play",,,,,"13","Corey Dickerson pops out to third baseman Rafael Devers.","R","L","R","BOS","PHI","X","5","popup","1","2",2019,"-0.89","1.19","-0.39","1.32",,,"592663","2","1","Top",102.2,152.22,,,"543877",,,3.74443962252891,-118.197240492168,-6.6148466373386,-8.97014932539634,21.9997109827271,-20.1514707893685,"3.23","1.54","136","72.8","66","80.8","1630","5.9",565094,519144,"543877","607752","593523","646240","593428","643217","598265","605141","54.57","0","0","0","1","0","0","3","4","7","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","217","0.022","-0.162"
"FF","2019-08-21","94.0","-0.55","6.72","Dickerson, Corey",572816,488768,"triple","hit_into_play",,,,,"12","Corey Dickerson triples (2) on a sharp line drive to right fielder Mookie Betts.   Rhys Hoskins scores.","R","L","R","BOS","PHI","X","9","line_drive","1","0",2019,"-0.42","1.27","1.12","2.93",,"656555",,"2","7","Top",228.68,82.12,,,"543877",,,5.13284542642989,-136.578553913095,-6.7175043825072,-6.19312209580139,27.6360677768587,-15.6232269198568,"3.37","1.57","218","100.1","14","92.5","2146","5.3",565094,488768,"543877","607752","593523","646240","593428","643217","598265","605141","55.21","0.84","0.8","1.6","1","1","2","4","57","2","4-Seam Fastball","2","3","3","2","4","2","4","2","Standard","Strategic","198","-0.133","1.017"
"SL","2019-08-17","83.7","-1.17","6.22","Dickerson, Corey",572816,659275,"double","hit_into_play",,,,,"5","Corey Dickerson doubles (20) on a fly ball to right fielder Hunter Renfroe.","R","L","R","PHI","SD","X","9","fly_ball","1","0",2019,"0.17","0.32","0.01","2.44",,,,"0","6","Bot",179.66,48.8,,,"642336",,,2.35934825253703,-121.833932146486,-2.9183159447153,1.20925602300201,22.6175458616897,-28.7788901602368,"3.3","1.55","375","96.8","24","83","2615","5.7",567123,659275,"642336","543333","664034","592518","649966","647304","622534","592669","54.79","0.473","0.686","1.25","1","1","1","5","54","2","Slider","3","5","3","5","5","3","3","5","Strategic","Standard","152","0.091","0.6"
"CU","2019-08-17","86.8","-1.41","5.97","Dickerson, Corey",572816,659275,"field_out","hit_into_play",,,,,"3","Corey Dickerson flies out to center fielder Manuel Margot.","R","L","R","PHI","SD","X","8","fly_ball","1","2",2019,"0.82","0.3","0.30","2.75",,,,"1","3","Bot",144.14,76.2,,,"642336",,,2.44361247731066,-126.240166380657,-2.10070795782625,7.97082579656796,24.4635760636782,-28.9060447494433,"3.19","1.53","295","79.4","37","85.4",,"5.3",567123,659275,"642336","543333","664034","592518","649966","647304","622534","592669","55.2","0.027","0.029","0","1","0","0","3","27","8","Curveball","3","0","3","0","0","3","3","0","Strategic","Standard","110","-0.008","-0.125"
"SL","2019-08-17","86.7","-2.42","4.69","Dickerson, Corey",572816,662253,"field_out","hit_into_play",,,,,"6","Corey Dickerson pops out to catcher Francisco Mejia in foul territory.","R","L","R","PHI","SD","X","2","popup","1","2",2019,"0.76","0.34","0.78","2.39",,,,"2","8","Bot",125.14,220.21,,,"642336",,,6.09940281729469,-126.131180132412,-0.00817669766504921,6.94724782760385,23.8851012432432,-28.8100194490858,"3.14","1.51","32","70.4","89","86.7","2540","6.2",567123,662253,"642336","543333","594824","592518","649966","647304","622534","592669","54.33","0","0","0","1","0","0","3","69","5","Slider","3","5","3","5","5","3","3","5","Strategic","Standard","114","-0.016","-0.081"
"CH","2019-08-16","84.0","-2.94","6.13","Dickerson, Corey",572816,663978,"field_out","hit_into_play",,,,,"6","Corey Dickerson flies out to center fielder Manuel Margot.","R","L","R","PHI","SD","X","8","fly_ball","0","1",2019,"-0.98","0.48","0.39","2.17",,"592663",,"0","5","Bot",148.27,107.16,,,"642336",,,9.73239497241222,-122.049724442279,-3.79553666149995,-11.7617836238041,21.7532311162126,-26.8062279560344,"3.38","1.57","226","90.9","56","84.8","1620","6.7",567122,663978,"642336","543333","664034","592518","649966","571976","622534","647304","53.81","0.007","0.01","0","1","0","0","3","41","2","Changeup","4","0","4","0","0","4","4","0","Strategic","Standard","244","-0.01","-0.322"
"CH","2019-08-16","84.8","-2.8","6.02","Dickerson, Corey",572816,663978,"field_out","hit_into_play",,,,,"8","Corey Dickerson lines out to second baseman Ty France.","R","L","R","PHI","SD","X","4","line_drive","2","2",2019,"-1.08","0.6","-0.02","1.85",,,,"1","3","Bot",147.87,141.07,,,"642336",,,8.66525895447129,-123.286322394716,-4.64115639495885,-12.6962305340926,23.2833454961038,-25.3327170020806,"3.38","1.57","177","97.8","11","85.1","1633","6.5",567122,663978,"642336","543333","664034","592518","649966","571976","622534","647304","54.05","0.873","0.83","0","1","0","0","4","25","7","Changeup","3","0","3","0","0","3","3","0","Strategic","Standard","241","-0.008","-0.156"
"FF","2019-08-16","95.5","-1.94","6.7","Dickerson, Corey",572816,673258,"field_out","hit_into_play",,,,,"12","Corey Dickerson pops out softly to third baseman Manny Machado.","R","L","R","PHI","SD","X","5","popup","3","2",2019,"-0.67","1.51","1.09","2.63",,,"592663","1","6","Bot",99.41,164.39,,,"642336",,,9.35931728014941,-138.463454305462,-8.33894190383339,-10.5582969100772,29.6096626727583,-11.4375602697222,"3.38","1.57","110","57.9","64","94.7","2284","5.9",567122,673258,"642336","543333","664034","592518","649966","571976","622534","647304","54.57","0.007","0.009","0","1","0","0","1","56","7","4-Seam Fastball","8","3","8","3","3","8","8","3","Standard","Standard","204","-0.002","-0.386"
"FC","2019-08-15","84.4","-2.4","5.42","Dickerson, Corey",572816,506433,"double","hit_into_play",,,,,"13","Corey Dickerson doubles (19) on a sharp line drive to center fielder Albert Almora.","R","L","R","PHI","CHC","X","8","line_drive","3","2",2019,"0.51","-0.13","-0.15","1.43",,,,"2","6","Bot",94.07,93.49,,,"605170",,,4.22753630594547,-122.982176903457,-2.74081913693799,4.40660401134005,20.8080782232435,-33.254386134011,"3.29","1.58","263","101.8","12","84.3",,"5.8",567121,506433,"605170","519203","664023","592178","623520","656941","546991","592206","54.66","0.913","0.874","1.25","1","1","1","4","50","8","Cutter","0","5","0","5","5","0","0","5","Standard","Standard","76","0.009","0.207"
"FF","2019-08-15","93.1","-2.15","5.56","Dickerson, Corey",572816,506433,"field_out","hit_into_play",,,,,"14","Corey Dickerson lines out to left fielder Kyle Schwarber.","R","L","R","PHI","CHC","X","7","line_drive","0","1",2019,"-0.05","0.75","1.21","1.53",,"592663",,"0","4","Bot",46.5,106.79,,,"605170",,,8.69410660484887,-135.307735302507,-6.27533561224207,-2.18788807080849,25.0708639764383,-21.8836696189542,"3.57","1.72","288","89.7","27","93.4","2699","6.2",567121,506433,"605170","519203","664023","592178","623520","656941","546991","592206","54.32","0.14","0.19","0","1","0","0","3","33","2","4-Seam Fastball","0","4","0","4","4","0","0","4","Standard","Standard","184","-0.036","-0.322"
"FC","2019-08-15","87.1","-2.11","5.54","Dickerson, Corey",572816,506433,"field_out","hit_into_play",,,,,"14","Corey Dickerson pops out to first baseman Anthony Rizzo in foul territory.","R","L","R","PHI","CHC","X","3","popup","1","0",2019,"0.44","-0.12","1.27","1.87",,"547180",,"2","1","Bot",183.04,171.45,,,"605170",,,7.18077699902771,-126.664567307445,-2.42124232518642,3.29126311455696,24.0521760426243,-33.188973563933,"3.54","1.68",,"80.0","69","86.9",,"6",567121,506433,"605170","519203","664023","592178","623520","656941","546991","592206","54.48","0","0","0","1","0","0","3","8","2","Cutter","0","0","0","0","0","0","0","0","Standard","Standard","75","-0.033","-0.364"
"FF","2019-08-15","96.5","-1.85","5.95","Dickerson, Corey",572816,592858,"single","hit_into_play",,,,,"12","Corey Dickerson singles on a line drive to right fielder Nicholas Castellanos.   Roman Quinn scores.  Rhys Hoskins out at home on the throw, right fielder Nicholas Castellanos to catcher Victor Caratini.","R","L","R","PHI","CHC","X","9","line_drive","1","2",2019,"0.19","1.51","1.12","2.90","596451","656555",,"2","8","Bot",180.5,116.03,,,"605170",,,7.48903166501143,-140.325906614285,-5.97656954760538,0.81199795772471,32.3311696076589,-11.0551913165825,"3.27","1.63","236","77.5","21","96.7","2379","6.5",567121,592858,"605170","519203","664023","592178","623520","656941","546991","592206","54","0.967","0.887","0.9","1","1","0","4","66","4","4-Seam Fastball","0","5","0","5","5","1","1","5","Standard","Standard","173","-0.008","1.645"
"FC","2019-08-10","89.6","-2.77","5.95","Dickerson, Corey",572816,502188,"field_out","hit_into_play",,,,,"1","Corey Dickerson flies out sharply to center fielder Kevin Pillar.","R","L","R","SF","PHI","X","8","fly_ball","3","2",2019,"-0.37","1.05","-0.28","2.71",,,,"1","4","Top",91.19,46.28,,,"457763",,,6.8741804279267,-130.318428751464,-4.23813581649309,-5.39899188258264,23.5642322847414,-19.6325356323871,"3.18","1.52","369","102.0","37","89.6","2619","6",566529,502188,"457763","474832","571697","446334","543063","573262","607680","596103","54.5","0.44","0.82","0","1","0","0","5","24","6","Cutter","2","1","1","2","1","2","1","2","Standard","Standard","199","0.02","-0.231"
"FF","2019-08-10","90.0","-2.84","5.88","Dickerson, Corey",572816,502188,"home_run","hit_into_play",,,,,"5","Corey Dickerson homers (7) on a fly ball to center field.","R","L","R","SF","PHI","X",,"fly_ball","1","0",2019,"-0.74","1.17","-0.04","2.43",,,,"2","1","Top",122.87,14.65,,,"457763",,,8.38082866433798,-130.853254588295,-5.03971320580446,-9.89833834100811,23.1308996427305,-18.1922969736818,"3.4","1.58","434","107.8","27","89.7","2529","5.8",566529,502188,"457763","474832","571697","446334","543063","573262","607680","596103","54.7","0.993","1.922","2","1","0","3","6","3","2","4-Seam Fastball","0","0","0","0","1","0","1","0","Standard","Standard","212","-0.104","0.985"
"FF","2019-08-09","93.3","-2.72","5.75","Dickerson, Corey",572816,595881,"triple","hit_into_play",,,,,"1","Corey Dickerson triples (1) on a sharp line drive to right fielder Austin Slater.   Drew Smyly scores.    Bryce Harper scores.    Rhys Hoskins scores.","R","L","R","SF","PHI","X","9","line_drive","1","1",2019,"-0.82","1.15","-0.39","3.27","592767","547180","656555","1","3","Top",194.19,43.88,,,"519390",,,7.78916027301587,-135.790888560148,-3.21490171041443,-11.7217109640926,26.2495412582799,-17.3481894829899,"3.37","1.58","398","105.3","23","93.8","2216","6.3",566528,595881,"519390","457763","456781","446334","543063","572073","607680","596103","54.17","0.94","1.705","1.6","1","1","2","6","19","3","4-Seam Fastball","1","0","0","1","3","1","3","1","Standard","Standard","215","-0.26","2.358"
"FF","2019-08-07","94.2","-3.13","5.96","Dickerson, Corey",572816,668678,"field_out","hit_into_play",,,,,"2","Corey Dickerson flies out to left fielder David Peralta.","R","L","R","ARI","PHI","X","7","fly_ball","0","2",2019,"-0.48","1.33","-0.03","3.55",,,,"0","1","Top",80.37,93.9,,,"608348",,,9.08196913065153,-136.850297926622,-3.47375962065146,-8.07152045956129,30.3069752806436,-15.0133124743964,"3.54","1.66","288","92.6","50","94","2349","6.3",564887,668678,"608348","572233","527038","500871","605113","444482","606466","430945","54.23","0.027","0.041","0","1","0","0","3","1","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","200","0.022","-0.157"
"FF","2019-08-06","89.3","-2.61","5.13","Dickerson, Corey",572816,502190,"single","hit_into_play",,,,,"5","Corey Dickerson singles on a sharp line drive to center fielder Ketel Marte.","R","L","R","ARI","PHI","X","8","line_drive","1","2",2019,"-0.34","0.79","-0.10","2.72",,,,"0","3","Top",121.81,71.76,,,"488671",,,6.69133352416061,-129.633881883761,-1.4439357892398,-5.08187882869764,27.3664445988401,-23.6494322364202,"3.42","1.54","158","103.0","9","87.3","2138","5.2",564886,502190,"488671","572233","500871","571875","605113","444482","606466","502481","55.33","0.733","0.687","0.9","1","1","0","4","17","4","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","203","-0.034","0.481"
"FC","2019-08-06","87.3","-3.03","4.96","Dickerson, Corey",572816,502190,"home_run","hit_into_play",,,,,"8","Corey Dickerson homers (6) on a fly ball to center field.","R","L","R","ARI","PHI","X",,"fly_ball","1","1",2019,"0.1","0.75","-0.04","1.62",,,,"0","1","Top",145.29,2.92,,,"488671",,,6.83187862968697,-126.780340273809,-3.27762708500035,-0.264083688051559,24.2704871811072,-24.0357727277609,"3.38","1.58","463","109.0","27","85.5","2110","5.1",564886,502190,"488671","572233","500871","571875","605113","444482","606466","502481","55.39","1","1.937","2","1","0","3","6","1","3","Cutter","0","0","0","0","1","0","1","0","Standard","Standard","172","-0.101","1.012"
"FF","2019-08-04","96.7","-1.83","6.11","Dickerson, Corey",572816,625643,"single","hit_into_play",,,,,"5","Corey Dickerson singles on a sharp line drive to left fielder Eloy Jimenez.   Scott Kingery scores.    Brad Miller to 2nd.","R","L","R","PHI","CWS","X","7","line_drive","1","1",2019,"-0.99","0.97","-0.06","2.70",,"664068","543543","2","5","Bot",55.89,106.76,,,"543510",,,6.97297801300628,-140.679877615097,-5.74830675168252,-14.6255216769743,30.9138110789926,-18.2647264312089,"3.34","1.54","219","104.1","11","96.8","2184","6.3",567118,625643,"543510","547989","570560","572365","641313","650391","544725","445055","54.21","0.887","0.878","0.9","1","1","0","4","39","3","4-Seam Fastball","0","5","0","5","5","1","1","5","Standard","Standard","225","0.044","0.878"
"CU","2019-08-04","79.6","-1.57","6.15","Dickerson, Corey",572816,625643,"double_play","hit_into_play",,,,,"4","Corey Dickerson lines into a double play, second baseman Yolmer Sanchez to first baseman Jose Abreu.   Roman Quinn out at 1st.","R","L","R","PHI","CWS","X","4","line_drive","0","2",2019,"0.09","-0.56","-0.35","2.25",,,"596451","1","3","Bot",160.22,143.64,,,"543510",,,2.50867002700926,-115.887347141425,-0.860267363059013,0.353285801674238,19.2854657194733,-37.2115806371349,"3.34","1.54","158","73.3","16","79.2","2224","5.7",567118,625643,"543510","547989","570560","572365","641313","650391","544725","445055","54.76","0.747","0.696","0","1","0","0","4","24","3","Curveball","0","5","0","5","5","0","0","5","Standard","Standard","9","-0.03","-0.2"
"FF","2019-08-04","95.2","-1.83","6.2","Dickerson, Corey",572816,625643,"field_out","hit_into_play",,,,,"3","Corey Dickerson pops out to third baseman Ryan Goins.","R","L","R","PHI","CWS","X","5","popup","1","1",2019,"-1.14","1.06","0.39","3.45",,,,"0","1","Bot",94.66,159.26,,,"543510",,,8.34129495046974,-138.392032806873,-3.95369875896304,-16.3583375616041,27.9027280218519,-18.0000208990445,"3.34","1.54","149","91.0","67","95.2","2130","6.1",567118,625643,"543510","547989","570560","572365","641313","650391","544725","445055","54.36","0.04","0.05","0","1","0","0","3","4","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","227","-0.021","-0.236"
"CH","2019-07-30","85.6","-1.93","5.46","Dickerson, Corey",572816,608371,"home_run","hit_into_play",,,,,"4","Corey Dickerson homers (3) on a fly ball to right center field.    Colin Moran scores.","R","L","R","CIN","PIT","X",,"fly_ball","3","2",2019,"-0.84","0","-0.33","2.39",,,"592567","1","5","Top",178.57,38.92,,,"571657",,,5.37368492977224,-124.640212985232,-1.06818181782762,-9.61138076487813,20.9648274313939,-32.1509772529432,"3.31","1.53","397","104.9","24","85.5","1360","5.9",565273,608371,"571657","458015","571697","553993","578428","608385","669222","624577","54.65","0.94","1.727","2","1","0","3","6","41","6","Changeup","2","5","5","2","7","2","7","2","Standard","Standard","270","-0.092","1.642"
"FS","2019-07-30","87.9","-1.33","6.22","Dickerson, Corey",572816,596112,"home_run","hit_into_play",,,,,"2","Corey Dickerson homers (4) on a fly ball to right center field.","R","L","R","CIN","PIT","X",,"fly_ball","2","1",2019,"-0.67","1.05","0.17","2.76",,,,"2","7","Top",206.29,50.01,,,"571657",,,4.93239481438579,-127.845976829651,-4.36194985277565,-8.12318763171087,24.7204499530506,-20.3274560437779,"3.31","1.53","398","104.3","34","87.1","1632","5.7",565273,596112,"571657","458015","518618","553993","578428","608385","669222","624577","54.84","0.76","1.492","2","1","0","3","6","56","4","Split-Finger","2","7","7","2","8","2","8","2","Strategic","Standard","212","-0.016","0.983"
"CU","2019-07-26","80.3","-1.68","6.02","Dickerson, Corey",572816,554430,"field_out","hit_into_play",,,,,"9","Corey Dickerson flies out to left fielder Dominic Smith.","R","L","R","NYM","PIT","X","7","fly_ball","0","0",2019,"0.65","-0.9","0.42","1.84",,,,"0","3","Top",85.55,99.67,,,"467092",,,3.42913887907419,-116.945694141946,-0.910533735486261,5.28612640058522,21.3593560826444,-40.456497504032,"3.25","1.48","255","76.8","37","80.1","2676","6",566036,554430,"467092","624413","429664","453943","642708","642086","624424","643446","54.46","0.06","0.065","0","1","0","0","3","16","1","Curveball","0","1","1","0","1","0","1","0","Standard","Standard","36","0.021","-0.248"
"FF","2019-07-25","93.0","-2.25","6.41","Dickerson, Corey",572816,571945,"field_out","hit_into_play",,,,,"9","Corey Dickerson flies out to left fielder Yairo Munoz.","R","L","R","PIT","STL","X","7","fly_ball","0","1",2019,"-0.58","1.31","0.78","2.06",,,"605137","1","2","Bot",61.97,104.95,,,"446308",,,8.94000946120742,-135.012915363888,-8.14719497877053,-8.75823263377067,26.0009115472598,-14.9563982621529,"3.3","1.54","271","78.0","31","92.5","2263","5.9",566229,571945,"446308","502671","543939","669242","657557","622168","451594","500874","54.61","0.087","0.085","0","1","0","0","3","15","2","4-Seam Fastball","0","2","0","2","2","0","0","2","Standard","Standard","204","-0.03","-0.266"
"FC","2019-07-24","84.8","-1.43","6.14","Dickerson, Corey",572816,425794,"field_out","hit_into_play",,,,,"14","Corey Dickerson flies out sharply to right fielder Jose Martinez.","R","L","R","PIT","STL","X","9","fly_ball","0","0",2019,"0.41","0.25","1.06","1.66",,,,"1","4","Bot",185.41,97.33,,,"668800",,,4.98985868141096,-123.454003581759,-4.75373043178576,3.41076654099275,21.3029246622307,-28.9065468817715,"3.35","1.55","278","103.0","54","85.5","2242","6.4",566228,425794,"668800","502671","543939","669242","657557","622168","451594","500874","54.09","0.033","0.046","0","1","0","0","3","49","1","Cutter","4","13","4","13","13","4","4","13","Standard","Standard","122","-0.002","-0.178"
"CU","2019-07-24","76.5","-1.24","6.21","Dickerson, Corey",572816,425794,"double","hit_into_play",,,,,"8","Corey Dickerson doubles (17) on a sharp line drive to right fielder Jose Martinez.   Adam Frazier scores.","R","L","R","PIT","STL","X","9","line_drive","1","2",2019,"1.66","-0.88","0.25","1.48",,"624428",,"2","2","Bot",184.27,45.46,,,"668800",,,0.125631715113673,-111.316731949395,-1.23994325406618,13.6930348287127,23.3783489299602,-39.4201089134787,"3.35","1.55","386","103.9","21","76.3","2925","6.5",566228,425794,"668800","502671","543939","669242","657557","622168","451594","500874","53.98","0.793","1.259","1.25","1","1","1","6","27","4","Curveball","2","9","2","9","9","3","3","9","Strategic","Standard","62","0.025","1.103"
